19380;8160;43350;9180;0;41820
14535;8415;46920;0;0;40035
8670;8160;46410;0;0;38505
13770;8670;46920;0;0;38760
25755;8925;45900;4845;0;37230
14280;10200;44880;3060;0;37230
10965;9945;44625;0;0;41565
10710;8925;45390;0;0;39015
15810;7140;43350;4080;0;38250
12750;8160;43860;3570;0;38760
26520;6885;43605;4335;0;40545
15555;8415;44370;4080;0;39780
26265;8160;42840;18360;0;37995
16320;6885;42330;6120;0;40545
15555;9945;43860;5865;0;38760
15810;8160;42840;6885;0;41310
30090;9945;42330;20400;0;38250
28305;10455;42840;21165;0;36210
20145;9945;43605;8415;0;39780
28050;7905;41310;8925;0;41565
19890;9945;43350;8415;0;39780
9690;9435;43095;0;0;40545
8415;8670;43860;0;0;40035
8670;9945;43095;0;0;42075
22695;8160;42330;1020;0;42840
8160;8925;44625;510;0;43350
9690;9180;46920;0;0;42330
9180;8415;45645;510;0;42585
12240;8670;44880;0;0;42585
2805;4080;42330;0;0;43350
1530;4080;43605;0;0;46155
10200;8160;45135;510;0;44115
12495;8415;45390;255;255;43095
13515;8670;45900;510;255;43350
2040;3570;41055;0;0;43350
13260;8415;43860;510;510;43860
10710;8415;41310;0;0;43605
10455;8670;44880;1530;255;44370
13260;8415;44115;510;0;43095
12495;9180;45645;765;0;43350
11220;7650;45390;0;0;42330
13005;9180;45135;0;0;44370
8415;10200;43605;0;0;39525
8925;9945;42075;0;0;41310
12240;7650;43605;510;0;43860
12495;7140;43605;255;0;44625
11985;7905;44115;255;0;42075
13515;7650;43095;765;0;43605
11220;8670;43605;255;0;43350
11730;9435;44625;510;0;41820
11220;8925;43605;255;0;44370
11220;8415;44880;255;0;42585
10710;7650;43860;255;0;42585
7650;11220;45135;0;0;40035
10200;9690;45135;255;255;41565
10965;9690;45900;0;0;41820
8925;8925;43860;255;0;40290
8160;8925;44880;0;0;41310
11985;8925;45645;255;0;43095
7395;7395;47940;0;0;42840
10965;7140;45390;0;0;42330
7140;14280;41565;0;0;42585
18360;6885;42330;255;0;39270
13770;6630;44115;255;0;41310
13260;7650;43860;0;0;40035
11985;8670;42330;0;0;40035
11985;7650;42840;1020;0;42585
7905;7395;40545;0;0;38760
11220;6885;42075;510;0;41310
11475;8670;40800;0;0;42585
13515;7395;42585;255;0;43095
11985;7395;41565;0;0;42075
11985;8160;40035;0;0;41820
13005;8160;41565;510;0;43350
12495;8160;41310;0;0;40545
12750;8160;42330;0;0;40035
15555;8670;42840;2040;0;43095
6375;255;42840;1530;0;44625
3825;5610;43095;1275;0;43095
2805;255;41820;255;0;43095
2295;255;42330;1020;0;42585
11730;8925;44625;2550;0;43860
3825;2040;43350;1785;0;44370
1530;3570;41565;1275;0;42075
14790;9180;44625;2040;0;42840
13770;8670;44115;1530;0;42585
7140;1020;42585;2550;0;43350
2040;4080;40800;255;0;44115
2040;4080;41055;255;0;41820
2295;255;45390;510;0;45135
255;2805;43350;1530;0;41565
3315;255;44625;1530;0;42330
7140;255;44625;1020;0;43860
6120;4590;45135;2295;0;41055
1530;1020;45135;2550;0;44370
15300;5610;44370;25245;9690;45135
14535;4590;44625;23205;9180;43860
17595;5865;43605;23205;8670;44370
22185;9945;41820;24735;8415;44370
14025;6120;43350;21165;9690;44370
